Observation ID,Beach ID,Daily Attendance,Month,Latitude,Longitude,Is Holiday,Is Weekend,Rain Index,AverageTemperature,Wave Action
1153,2,3364,2,52.166,20.967,0,1,0,70,0
1154,2,2411,2,52.166,20.967,0,0,0,76,0
1155,1,2371,2,50.101,21.999,0,1,0,67,0
1156,3,2824,2,52.89,20.777,1,0,0,95,0
1157,3,822,2,52.89,20.777,0,0,0,68,0
1158,3,2687,2,52.89,20.777,0,1,0,79,0
1159,2,2175,2,52.166,20.967,0,1,0,90,0
1160,2,3098,2,52.166,20.967,0,1,0.3,83,0.3
1161,2,3099,2,52.166,20.967,0,1,0,67,0
1162,2,2365,2,52.166,20.967,0,0,0,68,0
1163,2,2507,2,52.166,20.967,0,0,0,80,0
1164,2,3248,2,52.166,20.967,0,1,0,83,0
1165,2,2963,2,52.166,20.967,0,1,0,85,0
1166,1,1175,2,50.101,21.999,0,0,2.5,95,7.5
1167,1,1855,2,50.101,21.999,0,1,3.6,66,25.2
1168,1,1958,2,50.101,21.999,0,0,0,90,0
1169,3,2501,2,52.89,20.777,0,0,0,62,0
1170,3,1843,2,52.89,20.777,0,0,0,67,0
1171,3,1856,2,52.89,20.777,0,0,0,91,0
1172,3,2617,2,52.89,20.777,0,0,0,82,0
1173,2,1814,2,52.166,20.967,0,0,0.3,92,1.8
1174,2,2715,2,52.166,20.967,0,0,0,77,0
1175,2,2579,2,52.166,20.967,0,0,0,92,0
1176,2,1035,2,52.166,20.967,0,0,0.3,64,2.1
1177,2,2057,2,52.166,20.967,0,0,0,63,0
1178,2,2991,2,52.166,20.967,0,0,0,94,0
1179,3,1534,2,52.89,20.777,0,0,0,94,0
1180,2,3133,2,52.166,20.967,0,0,0,63,0
1181,2,1790,2,52.166,20.967,0,0,5.6,84,44.8
1182,2,6854,2,52.166,20.967,0,0,10.4,89,72.8
1183,2,195,2,52.166,20.967,0,0,3,86,27
1184,2,134,2,52.166,20.967,0,1,6.1,94,48.8
1185,2,485,2,52.166,20.967,0,0,4.6,65,41.4
1186,2,1698,2,52.166,20.967,0,1,3.8,94,3.8
1187,1,2635,2,50.101,21.999,0,0,1.3,81,13
1188,1,1170,2,50.101,21.999,0,0,0.8,74,5.6
1189,3,2448,2,52.89,20.777,0,1,0,61,0
1190,3,2171,2,52.89,20.777,0,1,0,79,0
1191,3,2590,2,52.89,20.777,0,0,0,96,0
1192,3,2687,2,52.89,20.777,0,0,0,79,0
1193,3,2872,2,52.89,20.777,0,0,0.3,72,0.6
1194,2,2409,2,52.166,20.967,0,0,0,84,0
1195,2,2603,2,52.166,20.967,0,0,0,84,0
1196,2,990,2,52.166,20.967,0,0,8.4,66,58.8
1197,2,1681,2,52.166,20.967,0,0,0,67,0
1198,1,1611,2,50.101,21.999,0,0,0.5,98,1.5
1199,1,3014,2,50.101,21.999,0,0,0,77,0
1200,1,2779,2,50.101,21.999,0,0,1.8,89,14.4
1201,3,2126,2,52.89,20.777,0,1,0.3,80,2.4
1202,3,1940,2,52.89,20.777,0,1,0,60,0
1203,3,1654,2,52.89,20.777,0,0,0.3,80,1.5
1205,3,975,2,52.89,20.777,0,0,0,77,0
1206,3,306,2,52.89,20.777,0,0,5.1,90,40.8
1207,2,2428,2,52.166,20.967,0,0,0,68,0
1208,2,2432,2,52.166,20.967,0,0,0,74,0
1209,2,2251,2,52.166,20.967,0,1,0,89,0
1210,2,1561,2,52.166,20.967,0,1,0.5,67,3.5
1211,2,2869,2,52.166,20.967,0,1,0,93,0
1212,2,3564,2,52.166,20.967,0,0,0,97,0
1213,2,2964,2,52.166,20.967,0,1,0,90,0
1214,1,2022,2,50.101,21.999,0,0,0,91,0
1215,3,2473,2,52.89,20.777,0,0,0,71,0
1216,3,1706,2,52.89,20.777,0,0,0,65,0
1217,3,2144,2,52.89,20.777,0,1,0,90,0
1218,3,2483,2,52.89,20.777,0,0,0.5,60,1.5
1219,2,1748,2,52.166,20.967,0,0,0,81,0
1220,2,2682,2,52.166,20.967,0,1,2,85,16
1221,2,2338,2,52.166,20.967,0,0,0,81,0
1222,2,2516,2,52.166,20.967,0,0,0,78,0
1223,2,3026,2,52.166,20.967,0,1,0,80,0
1224,2,2716,2,52.166,20.967,0,0,0,98,0
1225,1,3228,2,50.101,21.999,1,0,0,71,0
1226,1,1806,2,50.101,21.999,0,0,0,84,0
1227,3,2473,2,52.89,20.777,0,0,1,97,4
1228,3,1345,2,52.89,20.777,0,1,2.3,88,4.6
1229,3,2190,2,52.89,20.777,0,0,1.5,91,7.5
1230,3,2460,2,52.89,20.777,0,0,0,62,0
1231,2,3314,2,52.166,20.967,0,1,1,94,6
1232,2,2514,2,52.166,20.967,0,0,0,87,0
1234,2,2175,2,52.166,20.967,0,0,1.5,89,9
1235,2,1070,2,52.166,20.967,0,1,1.8,63,7.2
1236,2,76,2,52.166,20.967,0,0,3,64,18
1237,2,2350,2,52.166,20.967,0,0,0.5,60,3.5
1238,2,1757,2,52.166,20.967,0,0,2.8,68,11.2
1239,1,592,2,50.101,21.999,0,1,2.3,94,2.3
1240,1,1893,2,50.101,21.999,0,0,0.3,66,1.2
1241,1,5018,2,50.101,21.999,0,0,7.9,74,71.1
1242,1,229,2,50.101,21.999,0,0,2.5,94,7.5
1243,3,2204,2,52.89,20.777,0,0,0,65,0
1244,3,1900,2,52.89,20.777,0,1,0,80,0
1245,3,35,2,52.89,20.777,0,0,2,82,8
1246,3,2353,2,52.89,20.777,0,0,0,97,0
1247,2,2502,2,52.166,20.967,0,0,0,85,0
1248,2,2062,2,52.166,20.967,0,0,0,86,0
1249,2,3150,2,52.166,20.967,0,1,0,73,0
1250,2,11141,2,52.166,20.967,0,0,89.9,61,89.9
1251,2,2356,2,52.166,20.967,0,0,0.3,93,1.2
1252,2,1893,2,52.166,20.967,0,0,12.7,62,25.4
1253,2,2104,2,52.166,20.967,0,0,0,98,0
1254,2,1963,2,52.166,20.967,0,0,0,98,0
1255,1,6487,2,50.101,21.999,0,0,119.9,82,100
1256,1,2255,2,50.101,21.999,0,1,0,96,0
1257,3,1044,2,52.89,20.777,0,0,1.3,68,3.9
1258,3,673,2,52.89,20.777,0,0,2.3,60,16.1
1259,2,2101,2,52.166,20.967,0,0,0.5,96,3.5
1260,2,2181,2,52.166,20.967,0,1,0,67,0
1261,2,333,2,52.166,20.967,0,0,1.8,69,3.6
1262,2,2864,2,52.166,20.967,0,0,2.3,76,9.2
1263,2,1444,2,52.166,20.967,0,0,1.5,86,13.5
1264,1,720,2,50.101,21.999,0,1,1.3,61,6.5
1265,1,1317,2,50.101,21.999,0,0,0.5,93,1.5
1266,1,83,2,50.101,21.999,0,0,3.8,79,22.8
1267,3,1686,3,52.89,20.777,1,0,0,73,0
1268,3,2740,3,52.89,20.777,1,0,0,74,0
1269,3,2823,3,52.89,20.777,1,0,0,73,0
1270,2,2323,3,52.166,20.967,1,0,0,71,0
1271,2,2845,3,52.166,20.967,1,0,0,84,0
1272,2,2794,3,52.166,20.967,1,0,0,63,0
1273,2,2023,3,52.166,20.967,1,0,1,68,4
1274,2,2419,3,52.166,20.967,1,0,0,62,0
1275,2,3399,3,52.166,20.967,1,0,0,94,0
1276,2,615,3,52.166,20.967,1,0,2.5,63,5
1277,2,770,3,52.166,20.967,1,0,5.1,64,30.6
1278,3,151,3,52.89,20.777,1,0,2,93,8
1279,3,509,3,52.89,20.777,1,0,2,89,6
1280,3,2615,3,52.89,20.777,1,0,0,66,0
1281,3,1957,3,52.89,20.777,1,0,0,81,0
1282,3,2920,3,52.89,20.777,1,0,0.3,73,0.3
1283,3,2740,3,52.89,20.777,1,0,0,76,0
1284,2,56,3,52.166,20.967,1,0,5.1,85,51
1285,1,1403,3,50.101,21.999,1,0,0,70,0
1286,1,2453,3,50.101,21.999,1,0,0,61,0
1287,3,2595,3,52.89,20.777,1,0,0,74,0
1288,3,3211,3,52.89,20.777,1,0,0,71,0
1289,3,2168,3,52.89,20.777,1,0,0,87,0
1290,3,3200,3,52.89,20.777,1,0,7.1,63,63.9
1291,2,2310,3,52.166,20.967,1,0,0,66,0
1292,2,1692,3,52.166,20.967,1,0,0,94,0
1293,2,1957,3,52.166,20.967,1,0,0,84,0
1294,2,2695,3,52.166,20.967,1,0,0,73,0
1295,2,4001,3,52.166,20.967,1,0,0,97,0
1296,2,1028,3,52.166,20.967,1,0,3.6,98,25.2
1297,2,2570,3,52.166,20.967,1,0,0,82,0
1298,2,2171,3,52.166,20.967,1,0,0.5,85,3.5
1299,2,2386,3,52.166,20.967,1,0,0,71,0
1300,2,3541,3,52.166,20.967,1,0,0,77,0
1301,2,2745,3,52.166,20.967,1,0,0,99,0
1302,1,1965,3,50.101,21.999,1,0,0,85,0
1303,3,2313,3,52.89,20.777,1,0,0,65,0
1305,3,2226,3,52.89,20.777,1,0,0,82,0
1306,3,2720,3,52.89,20.777,1,0,0,93,0
1307,3,1393,3,52.89,20.777,1,0,2.3,73,4.6
1308,3,2153,3,52.89,20.777,1,0,0,92,0
1309,3,2745,3,52.89,20.777,1,0,0,97,0
1310,2,2969,3,52.166,20.967,1,0,0,91,0
1311,2,1825,3,52.166,20.967,1,0,0,68,0
1312,2,2691,3,52.166,20.967,1,0,0,79,0
1313,2,2722,3,52.166,20.967,1,0,0.8,74,7.2
1314,2,1692,3,52.166,20.967,1,0,0.8,80,7.2
1315,2,2464,3,52.166,20.967,1,0,0,75,0
1316,2,2640,3,52.166,20.967,1,0,0,80,0
1317,2,3887,3,52.166,20.967,1,0,0,88,0
1318,1,1540,3,50.101,21.999,1,0,1.3,84,7.8
1319,1,1496,3,50.101,21.999,1,0,0,65,0
1320,3,2420,3,52.89,20.777,1,0,0,87,0
1321,3,230,3,52.89,20.777,1,0,4.1,90,24.6
1322,3,2524,3,52.89,20.777,1,0,0,73,0
1323,2,3791,3,52.166,20.967,1,0,0,73,0
1324,2,2154,3,52.166,20.967,1,0,0,68,0
1325,2,3292,3,52.166,20.967,1,0,0,93,0
1326,2,2730,3,52.166,20.967,1,0,0,74,0
1327,2,1754,3,52.166,20.967,1,0,5.1,92,5.1
1328,2,346,3,52.166,20.967,1,0,6.1,77,30.5
1329,2,2415,3,52.166,20.967,1,0,0,69,0
1330,1,2965,3,50.101,21.999,1,0,0,66,0
1331,1,2986,3,50.101,21.999,1,0,0,88,0
1332,1,2524,3,50.101,21.999,1,0,0.3,72,2.4
1333,3,1774,3,52.89,20.777,1,0,0,62,0
1334,3,2311,3,52.89,20.777,1,0,0,76,0
1335,2,2437,3,52.166,20.967,1,0,0,62,0
1336,2,274,3,52.166,20.967,1,0,4.1,97,4.1
1337,2,2818,3,52.166,20.967,1,0,0,81,0
1338,2,3147,3,52.166,20.967,1,0,0,72,0
1339,2,3147,3,52.166,20.967,1,0,4.6,85,23
1340,2,3516,3,52.166,20.967,1,0,6.1,95,48.8
1341,1,3115,3,50.101,21.999,1,0,0,64,0
1342,1,1312,3,50.101,21.999,1,0,6.1,89,6.1
1343,1,1457,3,50.101,21.999,1,0,0,61,0
1344,1,1284,3,50.101,21.999,1,0,0,60,0
1345,1,3537,3,50.101,21.999,1,0,7.1,95,42.6
1346,3,968,3,52.89,20.777,1,0,1.3,99,11.7
1347,3,3324,3,52.89,20.777,1,0,0,94,0
1348,3,2559,3,52.89,20.777,1,0,0,83,0
1349,2,2252,3,52.166,20.967,1,0,0.8,61,4.8
1350,2,2148,3,52.166,20.967,1,0,0,78,0
1351,2,2336,3,52.166,20.967,1,0,0.8,69,6.4
1352,2,1627,3,52.166,20.967,1,0,1.5,75,4.5
1354,2,2865,3,52.166,20.967,1,0,0,65,0
1355,1,553,3,50.101,21.999,1,0,2,66,4
1356,1,3532,3,50.101,21.999,1,0,0,73,0
1357,1,2633,3,50.101,21.999,1,0,1.8,78,12.6
1358,3,1685,3,52.89,20.777,1,0,1.5,79,9
1359,3,1043,3,52.89,20.777,1,0,1.5,60,9
1360,3,3232,3,52.89,20.777,1,0,0,80,0
1361,2,3122,3,52.166,20.967,1,0,0,82,0
1362,2,2208,3,52.166,20.967,1,0,0,71,0
1363,2,3008,3,52.166,20.967,1,0,0,69,0
1364,2,2204,3,52.166,20.967,1,0,0.3,62,0.3
1365,2,3027,3,52.166,20.967,1,0,0,62,0
1366,2,2775,3,52.166,20.967,1,0,0,91,0
1367,2,2691,3,52.166,20.967,1,0,1,95,1
1368,2,2054,3,52.166,20.967,1,0,0,95,0
1369,2,1818,3,52.166,20.967,1,0,5.1,88,35.7
1370,1,2660,3,50.101,21.999,1,0,0,64,0
1371,1,3475,3,50.101,21.999,1,0,0,71,0
1372,1,2240,3,50.101,21.999,1,0,0,94,0
1373,3,1530,3,52.89,20.777,1,0,0,97,0
1374,3,2843,3,52.89,20.777,1,0,0,70,0
1375,3,1949,3,52.89,20.777,1,0,0,97,0
1376,3,1706,3,52.89,20.777,1,0,0.8,84,4.8
1377,2,3645,3,52.166,20.967,1,0,0,98,0
1378,2,2630,3,52.166,20.967,1,0,0,91,0
1379,2,2479,3,52.166,20.967,1,0,0,96,0
1381,2,3374,3,52.166,20.967,1,0,2,85,6
1382,2,3118,3,52.166,20.967,1,0,0.3,69,2.1
1383,2,2185,3,52.166,20.967,1,0,0,65,0
1384,1,886,3,50.101,21.999,1,0,2,64,2
1385,1,1390,3,50.101,21.999,1,0,0,65,0
1386,1,2225,3,50.101,21.999,1,0,0,81,0
1387,3,3571,3,52.89,20.777,1,0,0,80,0
1388,3,2215,3,52.89,20.777,1,0,0,63,0
1389,2,2667,3,52.166,20.967,1,0,0,75,0
1390,2,2274,3,52.166,20.967,1,0,0,93,0
1391,2,922,3,52.166,20.967,1,0,3,95,30
1392,2,2269,3,52.166,20.967,1,0,0,79,0
1393,2,1947,3,52.166,20.967,1,0,1.5,99,3
1394,2,2926,3,52.166,20.967,1,0,1.5,80,1.5
1395,2,621,3,52.166,20.967,1,0,8.1,99,16.2
1396,1,3316,3,50.101,21.999,1,0,0,88,0
1397,1,1793,3,50.101,21.999,1,0,0,60,0
1398,1,2912,3,50.101,21.999,1,0,0,92,0
1399,1,2838,3,50.101,21.999,1,0,0,68,0
1400,1,2808,3,50.101,21.999,1,0,0,94,0
1401,1,1149,3,50.101,21.999,1,0,1.5,93,9
1402,3,2769,3,52.89,20.777,1,0,0,63,0
1403,3,1750,3,52.89,20.777,1,0,0,95,0
1404,3,1717,3,52.89,20.777,1,0,0,93,0
1405,3,2221,3,52.89,20.777,1,0,0.5,88,0.5
1406,2,3532,3,52.166,20.967,1,0,0,75,0
1407,2,2169,3,52.166,20.967,1,0,0,66,0
1408,2,2681,3,52.166,20.967,1,0,0,60,0
1409,2,527,3,52.166,20.967,1,0,2.3,75,2.3
1410,1,1467,3,50.101,21.999,1,0,1.5,95,6
1411,1,1537,3,50.101,21.999,1,0,0,70,0
1412,1,2544,3,50.101,21.999,1,0,0,72,0
1413,1,2583,3,50.101,21.999,1,0,0,69,0
1414,3,1776,3,52.89,20.777,1,0,0,62,0
1415,3,1872,3,52.89,20.777,1,0,0,88,0
1416,3,1811,3,52.89,20.777,1,0,1.5,86,13.5
1417,3,3183,3,52.89,20.777,1,0,0.5,91,4
1418,2,2043,3,52.166,20.967,1,0,0,74,0
1419,2,2244,3,52.166,20.967,1,0,0,62,0
1420,2,1528,3,52.166,20.967,1,0,1.8,89,18
1421,2,2892,3,52.166,20.967,1,0,0.5,92,4.5
1422,2,2811,3,52.166,20.967,1,0,0.5,95,2.5
1423,2,1887,3,52.166,20.967,1,0,0,93,0
1424,2,836,3,52.166,20.967,1,0,11.2,84,89.6
1425,2,3058,3,52.166,20.967,1,0,0,71,0
1426,2,3032,3,52.166,20.967,1,0,0,66,0
1427,1,3302,3,50.101,21.999,1,0,0,83,0
1428,1,2580,3,50.101,21.999,1,0,0,77,0
1429,1,2750,3,50.101,21.999,1,0,0,73,0
1430,3,1800,3,52.89,20.777,1,0,0,70,0
1431,3,1930,3,52.89,20.777,1,0,0.8,97,7.2
1432,3,2291,3,52.89,20.777,1,0,5.3,76,42.4
1433,3,1791,3,52.89,20.777,1,0,0.5,68,1.5
1434,3,2760,3,52.89,20.777,1,0,0.3,79,1.8
1435,3,1700,3,52.89,20.777,1,0,0,71,0
1436,3,1291,3,52.89,20.777,1,0,1.8,62,14.4
1437,3,1041,3,52.89,20.777,1,0,0,60,0
1438,2,2731,3,52.166,20.967,1,0,0.5,89,2
1439,2,2026,3,52.166,20.967,1,0,0.5,65,2.5
1440,2,1763,3,52.166,20.967,1,0,1,86,8
1442,2,2726,3,52.166,20.967,1,0,5.3,67,53
1443,1,2565,3,50.101,21.999,1,0,0,63,0
1444,3,2324,3,52.89,20.777,1,0,0,64,0
1445,2,2299,3,52.166,20.967,1,0,0,74,0
1446,2,3097,3,52.166,20.967,1,0,0.5,70,1.5
1447,2,3202,3,52.166,20.967,1,0,0,74,0
1448,2,3000,3,52.166,20.967,1,0,0,63,0
1449,1,2869,3,50.101,21.999,1,0,0.8,91,3.2
1450,1,1672,3,50.101,21.999,1,0,1.5,60,1.5
1451,1,2013,3,50.101,21.999,1,0,0.5,83,2.5
1452,3,2457,3,52.89,20.777,1,0,0,94,0
1453,3,3050,3,52.89,20.777,1,0,1.5,76,7.5
1454,2,2139,3,52.166,20.967,1,0,2.5,88,2.5
1455,2,414,3,52.166,20.967,1,0,6.4,93,12.8
1456,2,1914,3,52.166,20.967,1,0,0,72,0
1457,2,1225,3,52.166,20.967,1,0,3.8,75,7.6
1458,2,1471,3,52.166,20.967,1,0,3.3,79,33
1459,1,2104,3,50.101,21.999,1,0,0,91,0
1460,1,1255,3,50.101,21.999,1,0,0,96,0
1461,1,1473,3,50.101,21.999,1,0,2.3,69,13.8
1462,3,1269,3,52.89,20.777,1,0,0.8,65,7.2
1463,3,1916,3,52.89,20.777,1,0,0.5,81,3.5
1464,2,2335,3,52.166,20.967,1,0,0.3,68,1.2
1465,2,3900,3,52.166,20.967,1,0,1.3,96,7.8
1466,2,2645,3,52.166,20.967,1,0,0.5,81,1.5
1467,2,2258,3,52.166,20.967,1,0,2.3,69,9.2
1468,2,2246,3,52.166,20.967,1,0,0,83,0
1469,2,2727,3,52.166,20.967,1,0,4.1,95,16.4
1470,2,964,3,52.166,20.967,1,0,5.6,68,56
1471,2,2786,3,52.166,20.967,1,0,0,74,0
1472,2,2479,3,52.166,20.967,1,0,3,60,18
1473,1,2069,3,50.101,21.999,1,0,0,89,0
1474,1,2257,3,50.101,21.999,1,0,0,62,0
1475,1,3519,3,50.101,21.999,1,0,0,74,0
1476,1,4310,3,50.101,21.999,1,0,7.9,85,7.9
1477,1,1705,3,50.101,21.999,1,0,0,98,0
1478,2,2845,3,52.166,20.967,1,0,0,60,0
1479,2,1196,3,52.166,20.967,1,0,1.3,70,2.6
1480,2,1529,3,52.166,20.967,1,0,1.5,66,9
1481,1,2351,3,50.101,21.999,1,0,0,78,0
1482,1,2474,3,50.101,21.999,1,0,0,67,0
1483,2,3368,3,52.166,20.967,1,0,0,78,0
1484,2,2697,3,52.166,20.967,1,0,0,65,0
1485,2,2901,3,52.166,20.967,1,0,0,65,0
1486,2,2218,3,52.166,20.967,1,0,0,62,0
1487,2,3530,3,52.166,20.967,1,0,0,92,0
1488,2,356,3,52.166,20.967,1,0,2.8,76,8.4
1489,2,2544,3,52.166,20.967,1,0,0,71,0
1490,2,3405,3,52.166,20.967,1,0,1.3,85,7.8
1491,2,2888,3,52.166,20.967,1,0,0,79,0
1492,1,1707,3,50.101,21.999,1,0,0,66,0
1493,1,2080,3,50.101,21.999,1,0,0,82,0
1494,3,2623,3,52.89,20.777,1,0,0,68,0
1495,3,163,3,52.89,20.777,1,0,2,66,18
1496,3,2984,3,52.89,20.777,1,0,0,85,0
1497,3,1884,3,52.89,20.777,1,0,1.5,76,7.5
1498,3,1854,3,52.89,20.777,1,0,0.5,63,1.5
1499,3,1902,3,52.89,20.777,1,0,0,92,0
1501,2,3242,3,52.166,20.967,1,0,0,86,0
1502,2,2277,3,52.166,20.967,1,0,0,66,0
1503,2,2792,3,52.166,20.967,1,0,0,61,0
1504,3,2791,3,52.89,20.777,1,0,0,99,0
1505,3,2992,3,52.89,20.777,1,0,0,93,0
1506,3,2341,3,52.89,20.777,1,0,0,63,0
1508,3,1995,3,52.89,20.777,1,0,3,88,21
1509,3,2363,3,52.89,20.777,1,0,0,74,0
1510,3,2436,3,52.89,20.777,1,0,1,92,1
1511,3,1584,3,52.89,20.777,1,0,0,71,0
1512,2,3561,3,52.166,20.967,1,0,0,94,0
1513,2,2183,3,52.166,20.967,1,0,0,98,0
1514,2,2956,3,52.166,20.967,1,0,0,67,0
1515,2,2685,3,52.166,20.967,1,0,0,78,0
1516,2,1022,3,52.166,20.967,1,0,5.1,86,25.5
1517,2,2503,3,52.166,20.967,1,0,0,91,0
1518,2,2965,3,52.166,20.967,1,0,0,73,0
1519,2,2430,3,52.166,20.967,1,0,0.8,61,3.2
1520,2,1623,3,52.166,20.967,1,0,1,67,4
1521,2,2904,3,52.166,20.967,1,0,0,78,0
1522,2,1743,3,52.166,20.967,1,0,0,67,0
1523,1,2123,3,50.101,21.999,1,0,0,81,0
1524,3,2806,3,52.89,20.777,1,0,0,93,0
1525,2,2672,3,52.166,20.967,1,0,0,81,0
1526,2,3400,3,52.166,20.967,1,0,0,83,0
1527,2,1802,3,52.166,20.967,1,0,1.3,89,10.4
1528,2,1843,3,52.166,20.967,1,0,0,87,0
1529,2,2791,3,52.166,20.967,1,0,0,79,0
1530,2,1759,3,52.166,20.967,1,0,0,65,0
1531,1,2383,3,50.101,21.999,1,0,1.3,82,10.4
1532,1,1076,3,50.101,21.999,1,0,2.8,99,19.6
1533,1,2033,3,50.101,21.999,1,0,0,68,0
1534,3,2690,3,52.89,20.777,1,0,0,75,0
1535,2,3031,3,52.166,20.967,1,0,0,85,0
1536,2,2959,3,52.166,20.967,1,0,0,68,0
1537,2,2484,3,52.166,20.967,1,0,0,66,0
1538,2,2791,3,52.166,20.967,1,0,0,86,0
1539,2,2743,3,52.166,20.967,1,0,0,60,0
1540,2,1981,3,52.166,20.967,1,0,0,91,0
1541,2,2206,3,52.166,20.967,1,0,0,64,0
1542,1,3268,3,50.101,21.999,1,0,0,83,0
1543,1,2296,3,50.101,21.999,1,0,0.3,61,2.1
1544,3,2337,3,52.89,20.777,1,0,0,68,0
1545,3,2274,3,52.89,20.777,1,0,0,73,0
1546,3,1515,3,52.89,20.777,1,0,0,94,0
1547,2,1955,3,52.166,20.967,1,0,1,71,8
1548,2,2645,3,52.166,20.967,1,0,0.8,82,6.4
1549,2,2911,3,52.166,20.967,1,0,0.5,98,4
1550,2,2763,3,52.166,20.967,1,0,0,72,0
1551,2,2827,3,52.166,20.967,1,0,0,89,0
1552,2,2728,3,52.166,20.967,1,0,0,89,0
1553,2,2605,3,52.166,20.967,1,0,0,77,0
1554,2,2277,3,52.166,20.967,1,0,0,82,0
1555,1,1775,3,50.101,21.999,1,0,1.3,93,5.2
1556,1,2866,3,50.101,21.999,1,0,2,75,12
1557,1,2278,3,50.101,21.999,1,0,0,93,0
1558,1,1664,3,50.101,21.999,1,0,0,71,0
1559,3,1991,3,52.89,20.777,1,0,0,90,0
1560,3,2346,3,52.89,20.777,1,0,0,72,0
1561,3,1829,3,52.89,20.777,1,0,0,70,0
1562,2,1083,3,52.166,20.967,1,0,5.8,73,23.2
1563,2,5147,3,52.166,20.967,1,0,7.6,86,60.8
1564,2,1967,3,52.166,20.967,1,0,0.3,76,1.8
1565,2,2389,3,52.166,20.967,1,0,0.8,99,4.8
1566,1,1452,3,50.101,21.999,1,0,0,79,0
1567,1,1423,3,50.101,21.999,1,0,0,79,0
1568,1,1534,3,50.101,21.999,1,0,2,62,16
1569,1,2575,3,50.101,21.999,1,0,0,78,0
1570,1,2896,3,50.101,21.999,1,0,0,65,0
1571,3,1251,3,52.89,20.777,1,0,0.3,65,0.9
1572,3,2286,3,52.89,20.777,1,0,0,73,0
1573,3,3512,3,52.89,20.777,1,0,0,77,0
1574,3,1599,3,52.89,20.777,1,0,5.3,89,37.1
1575,3,2460,3,52.89,20.777,1,0,0,79,0
1576,3,2263,3,52.89,20.777,1,0,0.5,71,2
1577,3,1574,3,52.89,20.777,1,0,0,89,0
1578,3,1937,3,52.89,20.777,1,0,0.8,85,8
1579,3,2742,3,52.89,20.777,1,0,0,93,0
1581,2,3077,3,52.166,20.967,1,0,1,80,7
1582,2,1857,3,52.166,20.967,1,0,0,67,0
1583,2,2145,3,52.166,20.967,1,0,0.5,69,2
1584,2,2801,3,52.166,20.967,1,0,2.3,85,2.3
1585,1,3296,3,50.101,21.999,1,0,0,84,0
1586,1,2165,3,50.101,21.999,1,0,0.3,97,3
1587,3,3320,3,52.89,20.777,1,0,0,80,0
1588,3,2500,3,52.89,20.777,1,0,0,75,0
1589,3,2653,3,52.89,20.777,1,0,0,75,0
1590,3,2448,3,52.89,20.777,1,0,0,84,0
1591,2,1906,3,52.166,20.967,1,0,0,95,0
1592,2,1494,3,52.166,20.967,1,0,1.8,73,12.6
1593,2,3172,3,52.166,20.967,1,0,0,82,0
1594,2,2402,3,52.166,20.967,1,0,0,88,0
1595,2,88,3,52.166,20.967,1,0,5.1,61,20.4
1596,2,2982,3,52.166,20.967,1,0,0,78,0
1598,3,1598,3,52.89,20.777,1,0,0,98,0
1599,3,1310,3,52.89,20.777,1,0,1,87,1
1600,3,1945,3,52.89,20.777,1,0,0,83,0
1601,3,2408,3,52.89,20.777,1,0,0,63,0
1602,3,884,3,52.89,20.777,1,0,7.9,94,15.8
1603,3,1266,3,52.89,20.777,1,0,0,82,0
1604,2,3046,3,52.166,20.967,1,0,0,93,0
1605,2,2551,3,52.166,20.967,1,0,0,70,0
1606,2,2628,3,52.166,20.967,1,0,0,96,0
1607,2,3209,3,52.166,20.967,1,0,0,67,0
1608,2,2351,3,52.166,20.967,1,0,0,65,0
1609,2,3075,3,52.166,20.967,1,0,1,76,3
1610,2,2955,3,52.166,20.967,1,0,0,78,0
1611,3,2238,3,52.89,20.777,1,0,0,63,0
1612,3,1875,3,52.89,20.777,1,0,0.3,91,1.2
1613,3,1070,3,52.89,20.777,1,0,0,66,0
1614,3,2099,3,52.89,20.777,1,0,0.5,72,1
1615,3,2116,3,52.89,20.777,1,0,0,89,0
1616,2,2206,3,52.166,20.967,1,0,0,95,0
1617,2,2877,3,52.166,20.967,1,0,0,67,0
1618,2,2734,3,52.166,20.967,1,0,0,82,0
1619,2,547,3,52.166,20.967,1,0,3.8,83,11.4
1621,1,1434,3,50.101,21.999,1,0,0,61,0
1622,1,3118,3,50.101,21.999,1,0,0.3,89,2.4
1623,3,1595,3,52.89,20.777,1,0,0,94,0
1624,3,2846,3,52.89,20.777,1,0,0,84,0
1625,2,2929,3,52.166,20.967,1,0,0,73,0
1626,2,2074,3,52.166,20.967,1,0,0.8,68,5.6
1627,2,2151,3,52.166,20.967,1,0,0,68,0
1628,2,1824,3,52.166,20.967,1,0,1.8,89,7.2
1629,1,2931,3,50.101,21.999,1,0,0,78,0
1630,1,1690,3,50.101,21.999,1,0,0,82,0
1631,1,2727,3,50.101,21.999,1,0,0,98,0
1632,1,1537,3,50.101,21.999,1,0,0.5,70,3
1633,1,1777,3,50.101,21.999,1,0,0,88,0
1634,3,2825,3,52.89,20.777,1,0,0,98,0
1635,3,3006,3,52.89,20.777,1,0,0,87,0
1637,3,2633,3,52.89,20.777,1,0,0,98,0
1638,2,3084,3,52.166,20.967,1,0,0,84,0
1639,2,2658,3,52.166,20.967,1,0,0,72,0
1640,2,2929,3,52.166,20.967,1,0,0,86,0
1641,2,3459,3,52.166,20.967,1,0,0,92,0
1642,2,3698,3,52.166,20.967,1,0,0,86,0
1643,2,3556,3,52.166,20.967,1,0,0,82,0
